CustomerNumber;campaign_id;event_name;event_date;campaign_category;uniqe_id;emarsys_uid
3043644;20180509_2107_P0015-Email3-MT-GenericFX|e3;opened;2018-06-04 22:42:53;FX.MT.Misc.Activation.Misc|ws-e3-mt-generic;a5ff3fe4efa7066436aa99940db32344dde6cef7;0pixkr1JI0
3044962;20180509_2107_P0015-Email3-MT-GenericFX|e3;opened;2018-06-04 16:12:17;FX.MT.Misc.Activation.Misc|ws-e3-mt-generic;81740362a7ab99994adb915d7e6b166759b32013;ZpuOSozxu0
3061316;20180509_2138_P0015-Email5-MT-Promo|e5;opened;2018-06-05 00:38:29;Promo.AT.Misc.Activation.Misc|ws-e2-at-promo;8f5600532bc56b1fea83a85160adbf5d5248d5cf;QK22gEQOaY
2722347;20180509_2340_P0016-New2a_Activation-Final_Promo_4Email #1;opened;2018-06-04 16:54:44;Promo.MT.Misc.Activation.EN|mt-promo;142f7351c19dde9ae54005e8905ca27e505a6737;bHGSNwB8Eg
2957150;20180510_0007_P0015-Email4-Infographic|e4;opened;2018-06-05 00:03:36;News.MT.R-GW.CrossLifeCycle.EN|mt-news;167e5257cdfac4837661ee99f7fd275ee94301f7;y4XkkDWvBD
2964919;20180510_0034_P0018-Nursery-E3-MT-EN-Unknown;opened;2018-06-04 11:59:36;Promo.RAF.Misc.Nursery.EN|Promo-RAF;dbda296b65b158a23687a3105eaac490283605c5;DPDhrwivBy
3075272;20180510_0906_P0015-Email2-MT-GEN|e2;opened;2018-06-04 19:19:42;News.MT.Misc.Activation.Misc|ws-e2-mt-generic;04772e67df965a9ba256179b64f39557c038caeb;Vw4I1QagIH
3073815;20180510_0906_P0015-Email2-MT-GEN|e2;opened;2018-06-04 04:39:23;News.MT.Misc.Activation.Misc|ws-e2-mt-generic;6e4225fe0a1c87fa88182ec87c68669a4aa1255f;SrhSPaS886
2900115;20180510_1712_P0016-New2b_Activation-Promo_Reminder_Email2;opened;2018-06-04 15:29:10;Promo.MT.Misc.Activation.EN|mt-promo;68b9e919a3f99e1b8886977d8e6417ba777d0126;F2f0wAHPLm
2930145;20180510_1737_P0018-Nursery-E3-MT-EN-Unknown;opened;2018-06-04 22:49:14;Promo.RAF.Misc.Nursery.EN|Promo-RAF;d3c3b4435d68831035b34b31dc196678ed851c3c;j21hG0Xj1w
2881742;20180510_1824_P0016old-Activation-Fast-MT-FR;opened;2018-06-04 22:47:01;Promo.MT.Misc.Activation.FR;030f63429f22f86cce994f2d05b4e93558581fcb;Ypfn0gY9Cw
2893288;20180510_1951_P008-DownloadTheApp-Mature-EN|email1;opened;2018-06-04 16:53:15;News.App.Misc.CrossLifeCycle.EN|app-en-mtr;b7bf6ca3a41369da0fe4ebb53a77b0ad81d39429;W6x0iHmmqC
2728926;20180510_2028_P0016old-Activation-Simple-MT-EN;opened;2018-06-04 12:20:53;Promo.MT.Misc.Activation.EN;ee289e1194037828cfa250de6ce7fde606ebc45b;7FAnr1yNpG
3062882;20180510_2139_P0015-Email5-MT-Promo|e5;opened;2018-06-04 19:06:57;Promo.AT.Misc.Activation.Misc|ws-e2-at-promo;deebf1381424be6902f381dcc8b09360178c4ca4;ioQNrdwgks
2964396;20180511_0012_P0015-Email4-Infographic|e4;opened;2018-06-04 16:17:20;News.MT.R-GW.CrossLifeCycle.EN|mt-news;68b965b236ca14808abddeecf5675d0d68ac13c5;vMpgQXALEc
2578953;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 04:33:02;News.Misc.All.Activation.EN|mt-news;5390464bd7e3731d1ec505c9d7be1164ece425ec;196zk5P6BL
1912905;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 02:56:30;News.Misc.All.Activation.EN|mt-news;6e055106b449d95e65d9c18be8761e0a013559bd;QOEO9OB8WK
2375622;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 20:28:39;News.Misc.All.Activation.EN|mt-news;b8e7d62aa93eba81750e6ec08b97ab4fd0f8a968;hDLGP7tun0
2053874;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 02:20:53;News.Misc.All.Activation.EN|mt-news;426c74473ff3bcedd21982683defcbe668e161d0;dijNQisnvQ
2728926;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 12:21:03;News.Misc.All.Activation.EN|mt-news;4b95165bc0c568861b8d50255e0fd0195cb5e4a9;7FAnr1yNpG
1888652;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 12:12:28;News.Misc.All.Activation.EN|mt-news;048ee0d71fb13a0e41dc6bacfbec0aa167a1a898;mUy8tC80b5
2317204;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 23:43:08;News.Misc.All.Activation.EN|mt-news;076972df1267f67d1ad54e23411be6167d9f9b8b;EmPiGkDYNh
2632880;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 12:01:01;News.Misc.All.Activation.EN|mt-news;8ee3c2ec24db9c9e7fdae8727bcf3108ba3e931c;C6DDZtCLMZ
2459228;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 11:06:23;News.Misc.All.Activation.EN|mt-news;f82f5574467f1ab17dcfc5c62c04742cf251d75e;lP4TUwdes2
2748181;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 01:39:48;News.Misc.All.Activation.EN|mt-news;fc7357d5773cd443d2a68b11e569e8189fc62735;q6mCG93RAx
2538155;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 18:38:16;News.Misc.All.Activation.EN|mt-news;d7de7e86526cb4698e65996ee1bc00975f698d98;31ovOJGds9
2203430;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 01:03:54;News.Misc.All.Activation.EN|mt-news;e5df475755121c47d4b13130fc3396916cc1a61b;4lPU33J8ro
2023982;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 06:49:31;News.Misc.All.Activation.EN|mt-news;12eb52c143b9119d7683cfd319330de966e64c37;73Ne4sR4fx
2786205;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 01:50:38;News.Misc.All.Activation.EN|mt-news;9983dee261fa43aad54d0fb9f0094ce946581d34;xplMlzQgTB
2762292;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 13:58:07;News.Misc.All.Activation.EN|mt-news;48ffe344cfbbc3a572dd5e3b516fed86522afea4;svGNQfXbLM
2257383;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 15:58:22;News.Misc.All.Activation.EN|mt-news;fa51da83ebdf27eacc897f3c6f4944d07eb62e4b;2EgLZKZ14P
2282930;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 23:56:55;News.Misc.All.Activation.EN|mt-news;fed24e5c3b9875ccac5b50ed5674f94a7d0b798a;KeKYWwI2Rv
2792702;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 16:24:57;News.Misc.All.Activation.EN|mt-news;b8c6f0f6863e30ad527a3b5fc0ee33a7bd1985a2;KpndmoezDv
2668549;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 13:26:11;News.Misc.All.Activation.EN|mt-news;4ed79adeb6314eb91876efce02f04da6deddf61f;jYbmmaWM3E
1982221;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 08:20:31;News.Misc.All.Activation.EN|mt-news;80752bb6b1b135e2a230f11fb52a20607919736f;6KXPfTTym1
1907667;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 03:45:42;News.Misc.All.Activation.EN|mt-news;9a648beb94f3cdb2da828f681943ca65ceb5e371;8AJSNROD3W
2564500;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 11:05:13;News.Misc.All.Activation.EN|mt-news;194b185383978cf98939ef894435d23d2a959fe8;5S1Z35Vsg5
2456128;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 02:40:58;News.Misc.All.Activation.EN|mt-news;5f72e74c3071449e1c7c7a793a20657d7bcefab8;16tBmRyv0f
1917173;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 11:01:27;News.Misc.All.Activation.EN|mt-news;ad15a68fb0fbabe31582729c0652d90ac2c5f8a4;2ewmAaCJ8W
2753412;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 23:54:45;News.Misc.All.Activation.EN|mt-news;810ffb0d3b96160caf2b86f72546c35e43ec58fd;r1OsmlyqKx
2324328;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 12:12:06;News.Misc.All.Activation.EN|mt-news;00cecf905b8d2e01e88ba0c64f32433cdb4dd73d;NbWenTzIyO
2323840;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 17:32:45;News.Misc.All.Activation.EN|mt-news;ea6de6ed839238773d045edfea5ebfa160b71319;SjhQwtF9Rc
1907822;CRM-MiscALL-MothersDay_13May_VA_Signups-EN-10_05_2018;opened;2018-06-04 12:55:13;News.Misc.All.Activation.EN|mt-news;ca696058708f38a7b49951b4c1e441b0fd3fb545;02wtc9faAz
2529110;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 12:37:54;News.Misc.Misc.Activation.EN|mt-news;d95d73a057246306e7f9186399ac2504d2293ccf;V6j3SVwJqr
2221198;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 07:17:38;News.Misc.Misc.Activation.EN|mt-news;a787b679c592b1d4f7af3ed5ac929c088a8c7f56;zVu0BIgAmG
1899334;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 01:09:22;News.Misc.Misc.Activation.EN|mt-news;a0a17081f57bf15e5c9703ff0ceef7565eef96a2;U5EcXFKmSl
2789355;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 20:04:42;News.Misc.Misc.Activation.EN|mt-news;8f7388b06f47a9ea3c28b0b714a88e094deb86c0;gGGL3Licce
2402458;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 12:30:57;News.Misc.Misc.Activation.EN|mt-news;d0a1d2992ad7fa7c3c03620fe8a05cca97fa6ac4;JTSL9028j0
2447682;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 04:19:47;News.Misc.Misc.Activation.EN|mt-news;31994fdffba3ca4ce64b0808780d56fb1872dfd1;s92DM3usjV
2550313;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 04:14:14;News.Misc.Misc.Activation.EN|mt-news;9f943b4e50ca1f33d85deea68d7688a2a5e74c2e;vJz7MDZo7I
1857806;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 15:55:53;News.Misc.Misc.Activation.EN|mt-news;f2da92c5800c5706ef9123837900478750f8ddc6;HbcLB0NVsV
2593572;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 21:39:00;News.Misc.Misc.Activation.EN|mt-news;2abdd1d96899ddc6ccb9225f0a5fdcc21478716f;ywh1Lun7gk
2722347;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 16:54:44;News.Misc.Misc.Activation.EN|mt-news;248eced43d025a27a62818b1a7f099bc5fe1b88f;bHGSNwB8Eg
2747537;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 03:21:03;News.Misc.Misc.Activation.EN|mt-news;45c87daf38ad71261de814c10ee19b92746e160b;5MnNT5dvHc
2531565;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 12:38:44;News.Misc.Misc.Activation.EN|mt-news;541b179e4e73e3f03d6158f621fd74046c23383d;J2dALZpPcs
2150504;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 07:01:09;News.Misc.Misc.Activation.EN|mt-news;2507659bec0fa07c86ef93353ec9e609f3423307;7FVGxha8Us
2494009;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 23:02:28;News.Misc.Misc.Activation.EN|mt-news;d0292214ae987022d742b437f98a5668039459ed;bOgDQOv4U1
1910324;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 01:48:51;News.Misc.Misc.Activation.EN|mt-news;b18720b4440aaf5fab5607eb33e259dc256f7598;kW67HJ6UIJ
2213372;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 21:23:24;News.Misc.Misc.Activation.EN|mt-news;ca92fb6b7bcc91b9c06394ae90df3ecf708ee3d4;2puXNRMPTh
2692308;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 08:09:32;News.Misc.Misc.Activation.EN|mt-news;6cc758f3ed24907d8a7c10bd216718676e3575b1;cnnCbzDB6E
2812639;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 21:12:14;News.Misc.Misc.Activation.EN|mt-news;b39d9d0a82abde2d2d8d3bec3eb3018b48365310;092wbGhEdP
2796475;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 15:50:48;News.Misc.Misc.Activation.EN|mt-news;948856c6f286878ed7e422a9538444a0239bc3cd;jVUxrFrHDo
2011723;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 12:52:37;News.Misc.Misc.Activation.EN|mt-news;b00b682c82319003d63ea6c53fba1343cce9d190;hzv8CxPD5X
1928996;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-05 00:21:45;News.Misc.Misc.Activation.EN|mt-news;0d62b711ba84b2bfd53e629ecd55039f91f20d72;8nU4Hv2k1S
2450449;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 20:44:06;News.Misc.Misc.Activation.EN|mt-news;edf3cc73d659b4c5ae02b1ca38cf73db4479b3b6;e9iyA53Elg
2768638;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-05 00:40:31;News.Misc.Misc.Activation.EN|mt-news;632d553540d0c439a38b474dfd8540f3f32ab8b0;DGy9WnIFza
1836127;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 19:58:40;News.Misc.Misc.Activation.EN|mt-news;6220267f57fd37b7bdafa837f27a26824851981b;6WHw9BxbFV
2172536;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 14:55:02;News.Misc.Misc.Activation.EN|mt-news;06afe4a741e46f3c75839a57dc540b7b219edbaa;FybRcfit8T
2351376;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 20:12:52;News.Misc.Misc.Activation.EN|mt-news;dbb08452ea39fa54dd1325a7a3a3fbe32a23c95e;axy32cJ2N8
2115243;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 09:39:03;News.Misc.Misc.Activation.EN|mt-news;512eff72f1bbd8bbeeff55028ca09b3877f3b828;VUOyR5EI7i
2259849;CRM-MiscALL-MothersDay_13May_VB_Signups-EN-10_05_2018;opened;2018-06-04 04:51:20;News.Misc.Misc.Activation.EN|mt-news;f28b8f7971ad19801a85bcfb7510589a9c21085c;zNjn8xaSPQ
2589047;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 12:47:13;News.Misc.Misc.Reactivation.EN|mt-news;78a9f495d15efe2e080350a3950150c22b7bca22;Zb4hmFIoBT
2201605;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 12:48:44;News.Misc.Misc.Reactivation.EN|mt-news;716fb2ef4e0aa85000cac8c2492f7eae84d2bc82;IB8TVuDCkz
1613713;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 18:19:01;News.Misc.Misc.Reactivation.EN|mt-news;7a92b243c87b1382eb61873d93b738d89abcbd75;6TgRLQ3E57
2724625;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 03:01:56;News.Misc.Misc.Reactivation.EN|mt-news;b7ea236c3835d67b4723f633aff2221945b13d87;CL2KazbSx9
2212354;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 15:49:12;News.Misc.Misc.Reactivation.EN|mt-news;aba25023dd0734586d09d34735f34feb6155c948;PoHAyBZ2bt
2098218;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 02:46:22;News.Misc.Misc.Reactivation.EN|mt-news;aa6e1078308d002e1189dc3539fb05de4b15a1e3;qxH8px2ik0
1518159;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 23:15:40;News.Misc.Misc.Reactivation.EN|mt-news;6ead64307a1e173e85f6c3e829202b2961dd6914;zHDj9sTDkI
1787603;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 14:44:32;News.Misc.Misc.Reactivation.EN|mt-news;45c183a729fd2d4e95ad70681a06b90c875fe059;gtrXkpjde7
1283683;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 02:09:48;News.Misc.Misc.Reactivation.EN|mt-news;c6665c57ccd83921199b51178ae06eecbad98ccc;TEXi4QB3Qc
2278085;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 12:09:59;News.Misc.Misc.Reactivation.EN|mt-news;f1a96b2bfa04e5696d12943df83f571eff35a219;z0GXKTvkbj
1973278;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 11:48:48;News.Misc.Misc.Reactivation.EN|mt-news;a60c19af4cf674f0c2e6753c169753243f11d112;Jjja2c81lY
128946;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 07:35:25;News.Misc.Misc.Reactivation.EN|mt-news;d1bf32bb453434dcb2e38842962b17c8e835b0be;XrcEVQnOYz
1983163;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 15:41:49;News.Misc.Misc.Reactivation.EN|mt-news;8488b93077299471685b5dfbae7f515e91484d85;11SSAm0g5g
1894515;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 02:17:17;News.Misc.Misc.Reactivation.EN|mt-news;c0cd084911e4b31909b2b489791a30d6b524221f;9h3LDYztKx
2541982;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 22:58:33;News.Misc.Misc.Reactivation.EN|mt-news;84c09692eef3882880763c1d42a449ca1cff06e7;loR05M3Zh7
1926793;CRM-MiscALL-MothersDay13May_LapsedALLCOMBINED-EN-10_05_2018;opened;2018-06-04 04:57:19;News.Misc.Misc.Reactivation.EN|mt-news;23492d7d6966612612d13213281dadad9a79b92e;NUeb1k3ANV
